category,amt,gender,is_fraud,age,day,hour,distance_km
personal,46.23,M,0,16,Sat,15,Long_Distance
grocery,51.69,M,0,33,Tue,6,Commute
travel,62.39,M,0,29,Wed,1,Long_Distance
personal,137.24,F,0,47,Thu,17,Regional
misc,9.41,F,0,63,Mon,8,Commute
home,130.75,M,0,26,Sun,18,Long_Distance
travel,56.68,M,0,39,Tue,3,Long_Distance
personal,57.33,F,0,57,Sat,22,Long_Distance
shopping,49.48,F,0,26,Sat,19,Commute
health,11.78,M,0,61,Tue,17,Regional
home,50.14,F,0,93,Wed,23,Long_Distance
grocery,82.86,F,0,36,Tue,17,Regional
entertainment,45.6,F,0,25,Tue,21,Commute
grocery,110.85,M,0,42,Fri,3,Regional
health,26.2,F,0,42,Tue,18,Long_Distance
grocery,47.23,M,0,45,Tue,17,Commute
travel,4.56,F,0,34,Tue,17,Long_Distance
health,21.58,M,0,32,Sat,22,Long_Distance
travel,102.19,F,0,34,Sun,3,Local
home,36.5,M,0,66,Sun,23,Commute
travel,6.58,F,0,36,Thu,23,Commute
shopping,799.09,M,0,34,Sat,23,Commute
travel,78.52,F,0,24,Wed,0,Long_Distance
entertainment,46.24,M,0,58,Mon,18,Long_Distance
home,19.71,M,0,38,Fri,14,Long_Distance
misc,4.41,F,0,54,Sat,5,Commute
health,107.2,M,0,27,Sun,23,Commute
home,56.75,M,0,33,Sat,12,Long_Distance
home,73.18,M,0,51,Fri,12,Regional
grocery,8.54,F,0,23,Fri,12,Commute
misc,6.69,F,0,42,Thu,5,Commute
home,18.67,F,0,35,Fri,18,Long_Distance
shopping,3.27,F,0,42,Thu,14,Regional
travel,67.3,M,0,39,Sat,6,Long_Distance
home,30.11,M,0,52,Wed,21,Regional
home,54.09,M,0,29,Sun,18,Long_Distance
shopping,5.38,F,0,40,Sat,20,Long_Distance
entertainment,27.99,F,0,45,Mon,18,Commute
health,75.21,M,0,41,Wed,16,Long_Distance
shopping,8.51,F,0,33,Tue,22,Commute
shopping,1.63,F,0,57,Tue,8,Long_Distance
entertainment,54.85,F,0,43,Mon,22,Long_Distance
personal,77.68,F,0,24,Sat,22,Long_Distance
shopping,7.94,F,0,36,Fri,17,Long_Distance
shopping,8.43,F,0,43,Fri,18,Long_Distance
travel,60.31,F,0,49,Sun,7,Long_Distance
home,63.29,M,0,50,Thu,23,Long_Distance
grocery,58.78,F,0,44,Tue,0,Long_Distance
home,117.45,F,0,42,Sun,20,Long_Distance
misc,473.88,M,0,38,Sun,12,Long_Distance
shopping,9.08,M,0,17,Mon,23,Commute
misc,123.97,F,0,69,Mon,11,Long_Distance
entertainment,1.33,F,0,19,Mon,16,Long_Distance
entertainment,12.98,M,0,77,Fri,16,Long_Distance
home,73.91,F,0,43,Sun,12,Regional
grocery,81.87,F,0,35,Sat,8,Commute
travel,67.84,M,0,54,Fri,6,Commute
health,62.98,F,0,39,Sat,21,Long_Distance
shopping,33.92,M,0,17,Mon,13,Regional
home,37.3,F,0,27,Sun,19,Long_Distance
shopping,6.32,F,0,33,Tue,12,Long_Distance
grocery,205.31,F,0,39,Thu,3,Long_Distance
entertainment,69.4,M,0,33,Wed,22,Commute
shopping,493.0,F,0,70,Sun,0,Remote
home,49.42,M,0,41,Wed,22,Local
grocery,85.63,F,0,74,Wed,2,Long_Distance
home,10.55,F,0,62,Fri,15,Commute
personal,19.91,F,0,33,Thu,21,Remote
personal,8.73,M,0,26,Sun,23,Long_Distance
shopping,357.32,F,0,31,Tue,12,Commute
personal,122.45,F,0,58,Mon,13,Long_Distance
shopping,1.95,M,0,48,Mon,21,Long_Distance
home,21.67,F,0,75,Fri,22,Long_Distance
health,4.98,F,0,46,Sat,23,Regional
home,6.33,F,0,53,Fri,15,Long_Distance
home,54.95,F,0,44,Tue,15,Commute
grocery,142.46,F,0,85,Tue,0,Regional
shopping,79.95,F,0,54,Fri,3,Long_Distance
shopping,4.2,M,0,22,Wed,14,Regional
shopping,2.82,F,0,47,Mon,17,Long_Distance
home,16.85,M,0,47,Wed,13,Long_Distance
misc,13.97,M,0,58,Mon,11,Long_Distance
shopping,6.68,M,0,45,Tue,18,Commute
travel,50.07,F,0,46,Sun,3,Long_Distance
grocery,47.25,M,0,47,Thu,5,Regional
personal,40.21,F,0,27,Sat,21,Long_Distance
travel,79.96,F,0,32,Thu,1,Commute
home,79.5,M,0,48,Wed,12,Long_Distance
shopping,9.19,F,0,38,Fri,20,Commute
travel,55.26,M,0,37,Sat,10,Long_Distance
home,48.34,M,0,34,Wed,18,Long_Distance
personal,41.53,M,0,33,Fri,22,Long_Distance
misc,19.26,M,0,66,Sat,4,Local
travel,77.0,M,0,59,Thu,6,Long_Distance
shopping,35.19,M,0,71,Sat,1,Remote
misc,5.57,F,0,56,Mon,0,Regional
home,129.45,M,0,64,Tue,15,Long_Distance
grocery,41.47,M,0,28,Wed,8,Commute
home,30.78,F,0,54,Mon,13,Local
health,210.53,F,0,36,Thu,18,Commute
home,103.79,F,0,64,Mon,19,Regional
grocery,97.67,M,0,28,Sun,1,Commute
shopping,9.97,F,0,57,Mon,4,Commute
shopping,5.05,F,0,45,Sat,13,Commute
travel,50.38,F,0,56,Sun,7,Regional
travel,43.36,F,0,74,Wed,2,Commute
travel,84.03,M,0,53,Wed,1,Commute
entertainment,115.74,F,0,23,Thu,16,Long_Distance
health,120.68,M,0,57,Mon,23,Regional
shopping,5.41,M,0,37,Mon,18,Remote
shopping,9.27,F,0,36,Thu,18,Long_Distance
shopping,117.01,M,0,45,Sat,1,Long_Distance
health,48.99,F,0,34,Sun,12,Commute
shopping,8.95,F,0,68,Sun,5,Long_Distance
entertainment,22.08,F,0,31,Wed,18,Regional
grocery,82.36,F,0,35,Fri,9,Commute
travel,48.73,M,0,55,Sun,0,Remote
grocery,139.62,M,0,78,Sun,7,Regional
misc,4.95,M,0,64,Thu,10,Long_Distance
home,3.09,M,0,25,Mon,15,Commute
grocery,72.78,F,0,48,Mon,18,Commute
misc,48.67,F,0,37,Wed,5,Commute
home,17.73,F,0,26,Tue,14,Regional
misc,35.81,M,0,31,Sun,3,Commute
grocery,49.59,M,0,44,Sun,2,Regional
health,38.63,M,0,59,Tue,22,Regional
travel,93.69,M,0,40,Thu,10,Commute
shopping,1.31,M,0,58,Mon,8,Commute
health,61.5,M,0,58,Mon,19,Regional
grocery,103.03,F,0,81,Sun,8,Long_Distance
home,44.55,M,0,26,Sat,13,Commute
home,180.21,F,0,51,Sun,23,Commute
travel,62.55,M,0,61,Sat,3,Long_Distance
travel,99.36,F,0,20,Sat,0,Commute
shopping,3.43,F,0,24,Thu,16,Long_Distance
home,28.55,F,0,29,Tue,18,Regional
travel,6.28,F,0,19,Wed,18,Regional
travel,69.0,F,0,71,Thu,7,Long_Distance
grocery,32.07,F,0,20,Sat,20,Long_Distance
health,44.79,F,0,15,Mon,22,Regional
entertainment,8.21,M,0,58,Mon,12,Long_Distance
entertainment,237.11,F,0,43,Mon,14,Commute
home,125.95,F,0,56,Mon,18,Commute
misc,56.86,F,0,43,Mon,19,Long_Distance
grocery,109.9,M,0,59,Mon,9,Commute
personal,110.46,F,0,44,Mon,18,Regional
entertainment,4.56,F,0,68,Sun,13,Long_Distance
home,44.83,M,0,31,Sat,22,Regional
shopping,8.72,F,0,43,Sun,18,Long_Distance
travel,40.4,M,0,30,Fri,5,Long_Distance
entertainment,5.36,M,0,22,Wed,14,Regional
travel,468.93,M,0,45,Fri,13,Local
home,38.83,F,0,39,Tue,23,Long_Distance
shopping,3.73,F,0,71,Tue,3,Commute
entertainment,73.43,M,0,44,Sat,15,Long_Distance
health,10.23,F,0,32,Mon,18,Long_Distance
travel,80.49,M,0,48,Sat,1,Commute
travel,5.69,F,0,47,Mon,16,Commute
personal,57.37,F,0,66,Tue,19,Regional
grocery,106.99,F,0,31,Sun,6,Regional
shopping,12.63,M,0,75,Tue,0,Regional
home,11.73,F,0,67,Tue,19,Long_Distance
home,23.43,F,0,48,Tue,20,Long_Distance
health,73.94,M,0,36,Sun,17,Remote
health,101.68,F,0,58,Mon,19,Commute
shopping,2.28,F,0,24,Thu,15,Long_Distance
grocery,80.41,F,0,25,Sat,7,Long_Distance
home,59.98,M,0,37,Thu,14,Remote
shopping,1.24,F,0,70,Tue,11,Long_Distance
home,19.17,F,0,74,Sun,20,Long_Distance
home,3.13,F,0,31,Fri,17,Local
grocery,93.65,F,0,52,Tue,9,Regional
home,23.87,M,0,89,Mon,18,Commute
grocery,52.62,M,0,42,Sat,3,Regional
home,46.61,F,0,32,Wed,12,Commute
travel,60.39,F,0,57,Wed,4,Regional
misc,8.69,M,0,49,Fri,20,Long_Distance
travel,48.51,M,0,59,Fri,7,Remote
shopping,100.28,F,0,47,Fri,16,Long_Distance
health,44.28,M,0,65,Sun,13,Remote
grocery,74.42,F,0,53,Mon,4,Commute
shopping,10.19,M,0,58,Mon,1,Remote
travel,4.92,F,0,64,Sun,23,Remote
shopping,922.27,F,0,36,Wed,20,Commute
grocery,124.99,F,0,30,Sat,10,Remote
grocery,61.62,F,0,51,Sat,1,Commute
entertainment,52.03,F,0,33,Tue,14,Commute
travel,4.83,M,0,59,Mon,12,Regional
personal,71.13,M,0,67,Fri,20,Remote
shopping,5.22,F,0,31,Mon,19,Regional
grocery,128.8,F,0,53,Sun,10,Long_Distance
travel,76.56,M,0,55,Fri,9,Commute
personal,29.13,M,0,88,Wed,21,Regional
home,84.34,M,0,37,Sun,23,Long_Distance
entertainment,318.53,F,0,22,Sun,19,Commute
personal,51.97,M,0,33,Mon,14,Commute
grocery,132.2,F,0,63,Fri,7,Long_Distance
home,22.22,M,0,84,Wed,18,Long_Distance
personal,63.17,F,0,48,Fri,22,Long_Distance
home,7.6,F,0,65,Mon,19,Long_Distance
misc,77.7,F,0,33,Sun,10,Long_Distance
shopping,1.02,M,0,41,Mon,20,Commute
grocery,8.64,M,0,45,Wed,21,Long_Distance
grocery,17.97,F,0,44,Mon,22,Commute
travel,4.74,F,0,28,Wed,15,Commute
misc,6.55,M,0,44,Tue,3,Commute
grocery,22.27,M,0,33,Mon,5,Commute
travel,2.46,F,0,25,Fri,23,Long_Distance
misc,51.19,M,0,19,Sun,12,Long_Distance
grocery,49.74,M,0,47,Thu,7,Long_Distance
personal,5.74,M,0,89,Sat,18,Long_Distance
shopping,3.37,M,0,35,Thu,15,Long_Distance
grocery,87.89,F,0,61,Wed,5,Long_Distance
personal,23.73,F,0,36,Sun,18,Commute
grocery,88.23,M,0,61,Tue,5,Long_Distance
grocery,17.83,F,0,83,Mon,19,Commute
grocery,50.67,F,0,25,Mon,11,Regional
grocery,91.87,F,0,42,Fri,3,Long_Distance
personal,62.23,F,0,45,Sat,12,Long_Distance
misc,19.1,M,0,55,Mon,5,Long_Distance
travel,8.15,F,0,90,Tue,16,Long_Distance
personal,75.5,F,0,56,Thu,22,Commute
misc,35.06,M,0,30,Thu,13,Regional
entertainment,2.24,F,0,39,Thu,16,Regional
travel,1.54,M,0,52,Tue,16,Regional
shopping,5.47,M,0,64,Mon,4,Local
home,41.63,M,0,45,Tue,23,Long_Distance
grocery,95.95,F,0,33,Tue,11,Regional
misc,5.76,F,0,70,Sat,0,Long_Distance
misc,2.53,M,0,31,Thu,19,Long_Distance
health,8.35,F,0,36,Sat,18,Long_Distance
health,119.61,M,0,42,Tue,21,Long_Distance
personal,127.73,M,0,53,Tue,15,Commute
shopping,131.55,M,0,20,Mon,19,Commute
home,84.57,F,0,59,Sun,21,Commute
shopping,1.25,F,0,65,Tue,10,Commute
home,23.63,F,0,34,Thu,14,Commute
shopping,2.89,M,0,78,Sat,5,Commute
home,45.78,M,0,33,Fri,19,Regional
shopping,21.69,F,0,22,Sun,13,Regional
travel,63.71,F,0,56,Mon,6,Regional
home,72.81,M,0,71,Mon,15,Long_Distance
travel,5.91,F,0,81,Sat,21,Commute
personal,40.89,F,0,26,Sat,16,Regional
home,32.05,M,0,46,Wed,12,Remote
shopping,147.67,M,0,48,Tue,5,Long_Distance
grocery,38.89,M,0,29,Mon,1,Long_Distance
shopping,5.27,M,0,51,Tue,3,Commute
personal,48.23,F,0,36,Thu,15,Long_Distance
health,33.91,M,0,32,Tue,23,Remote
home,73.41,M,0,54,Mon,13,Long_Distance
shopping,7.59,M,0,57,Mon,8,Commute
shopping,217.24,F,0,34,Mon,16,Local
grocery,82.79,F,0,31,Tue,5,Commute
travel,57.22,F,0,52,Sat,3,Long_Distance
home,90.87,M,0,15,Thu,12,Commute
grocery,8.16,M,0,20,Mon,19,Long_Distance
shopping,4.55,M,0,78,Sat,7,Commute
health,31.46,M,0,52,Thu,21,Commute
entertainment,7.6,F,0,70,Tue,11,Regional
entertainment,115.85,F,0,37,Mon,14,Long_Distance
grocery,14.31,F,0,48,Mon,18,Regional
entertainment,59.3,M,0,35,Sun,17,Long_Distance
personal,28.02,F,0,55,Thu,13,Long_Distance
personal,1.07,M,0,78,Sun,20,Regional
health,72.49,M,0,28,Sun,16,Commute
grocery,136.72,F,0,44,Wed,6,Regional
home,73.98,M,0,77,Tue,14,Long_Distance
misc,135.17,F,0,43,Thu,10,Regional
travel,67.05,M,0,35,Thu,7,Long_Distance
shopping,2.98,M,0,52,Sun,4,Long_Distance
misc,1.62,M,0,43,Mon,22,Commute
travel,44.22,F,0,85,Mon,1,Regional
grocery,104.69,F,0,32,Mon,5,Commute
home,55.72,F,0,31,Sun,12,Local
travel,67.2,M,0,33,Sun,1,Long_Distance
shopping,6.8,M,0,52,Wed,8,Regional
home,18.9,F,0,84,Fri,14,Commute
shopping,4.38,M,0,58,Fri,1,Long_Distance
travel,51.12,F,0,34,Thu,1,Commute
home,104.2,M,0,36,Sun,15,Commute
grocery,78.84,F,0,40,Sun,11,Long_Distance
misc,7.93,M,0,58,Mon,2,Commute
travel,50.55,F,0,23,Fri,3,Long_Distance
home,29.37,F,0,39,Mon,19,Regional
entertainment,23.22,M,0,22,Mon,19,Regional
grocery,42.63,F,0,80,Fri,2,Commute
misc,30.05,M,0,44,Sat,9,Commute
misc,5.89,M,0,53,Sat,1,Long_Distance
travel,52.41,M,0,37,Mon,0,Long_Distance
misc,3.65,F,0,56,Sun,3,Regional
grocery,129.84,F,0,39,Mon,13,Long_Distance
grocery,13.26,F,0,30,Sun,16,Regional
misc,2.46,F,0,34,Wed,11,Long_Distance
misc,272.45,F,0,83,Wed,0,Regional
grocery,66.96,M,0,26,Mon,0,Regional
personal,3.53,M,0,46,Sun,21,Commute
travel,73.51,M,0,30,Tue,3,Long_Distance
shopping,91.15,M,0,36,Sat,5,Commute
personal,3.3,M,0,27,Sun,23,Long_Distance
home,181.84,F,0,60,Sun,20,Long_Distance
entertainment,24.98,F,0,28,Fri,23,Long_Distance
misc,7.05,M,0,31,Wed,9,Regional
entertainment,44.25,M,0,79,Fri,22,Regional
travel,8.77,M,0,42,Mon,20,Long_Distance
grocery,101.02,M,0,41,Sat,4,Long_Distance
health,55.6,F,0,75,Tue,12,Commute
health,58.56,F,0,48,Sun,18,Regional
health,105.22,F,0,57,Sat,17,Long_Distance
entertainment,30.14,M,0,20,Sat,14,Long_Distance
travel,100.08,F,0,79,Wed,8,Commute
health,76.21,M,0,94,Sun,20,Long_Distance
shopping,5.68,F,0,34,Sun,17,Long_Distance
home,93.06,F,0,58,Thu,22,Remote
grocery,87.35,F,0,78,Sun,8,Long_Distance
misc,4.9,F,0,58,Wed,5,Long_Distance
grocery,177.91,F,0,50,Tue,6,Long_Distance
shopping,648.66,F,0,45,Mon,19,Long_Distance
grocery,43.66,M,0,33,Mon,7,Long_Distance
shopping,131.88,M,0,61,Wed,5,Long_Distance
misc,1.19,M,0,33,Sun,12,Commute
misc,55.25,M,0,23,Fri,12,Commute
misc,6.72,F,0,42,Sat,0,Regional
health,23.75,F,0,56,Sun,19,Regional
shopping,4.1,F,0,56,Wed,2,Long_Distance
travel,55.2,F,0,85,Mon,5,Regional
grocery,32.93,F,0,23,Sun,0,Commute
grocery,237.56,M,0,45,Wed,23,Long_Distance
shopping,4.68,M,0,87,Sun,1,Commute
misc,97.48,M,0,14,Fri,19,Long_Distance
home,47.53,M,0,39,Thu,13,Long_Distance
travel,50.93,M,0,54,Thu,6,Long_Distance
entertainment,31.06,M,0,40,Fri,16,Commute
entertainment,41.32,F,0,53,Tue,2,Commute
shopping,9.99,F,0,48,Fri,13,Long_Distance
personal,3.18,M,0,76,Tue,19,Long_Distance
personal,1.63,F,0,54,Thu,12,Commute
travel,64.32,M,0,74,Mon,10,Regional
grocery,58.82,M,0,44,Wed,19,Long_Distance
health,133.13,F,0,33,Sun,14,Commute
shopping,162.9,M,0,41,Wed,4,Long_Distance
travel,70.65,F,0,67,Thu,11,Long_Distance
entertainment,88.54,M,0,24,Sun,23,Long_Distance
entertainment,30.22,M,0,47,Wed,19,Regional
home,42.06,M,0,28,Thu,22,Regional
entertainment,68.33,M,0,37,Mon,18,Long_Distance
home,96.62,M,0,34,Thu,15,Long_Distance
misc,1.93,M,0,36,Sat,23,Regional
grocery,94.7,M,0,39,Tue,11,Commute
personal,8.84,F,0,48,Sun,23,Long_Distance
grocery,39.9,M,0,64,Sun,17,Long_Distance
travel,9.51,F,0,59,Tue,17,Long_Distance
shopping,13.06,F,0,30,Sun,17,Long_Distance
travel,71.1,F,0,72,Fri,10,Local
personal,43.88,M,0,32,Sat,22,Commute
travel,8.91,F,0,79,Wed,18,Long_Distance
home,9.6,F,0,80,Fri,13,Long_Distance
home,102.34,F,0,58,Mon,12,Local
travel,5.82,F,0,37,Thu,15,Long_Distance
health,70.07,F,0,84,Thu,21,Long_Distance
home,18.0,F,0,30,Wed,23,Regional
entertainment,19.22,M,0,25,Thu,12,Long_Distance
personal,1.82,F,0,36,Sun,23,Long_Distance
travel,60.26,F,0,66,Tue,9,Commute
misc,1.33,F,0,27,Mon,7,Regional
grocery,105.88,M,0,50,Wed,10,Long_Distance
shopping,6.05,M,0,32,Mon,12,Long_Distance
shopping,4.71,M,0,26,Sat,18,Commute
grocery,131.83,F,0,70,Tue,1,Long_Distance
shopping,4.92,M,0,20,Mon,19,Regional
grocery,38.27,F,0,48,Wed,21,Long_Distance
entertainment,106.97,M,0,69,Sat,14,Regional
shopping,241.18,M,0,67,Thu,2,Commute
home,89.12,F,0,43,Mon,22,Long_Distance
travel,473.89,M,0,45,Sun,12,Commute
health,46.35,M,0,27,Sat,16,Commute
travel,56.55,F,0,45,Fri,4,Long_Distance
home,29.15,F,0,34,Wed,23,Long_Distance
grocery,54.95,F,0,92,Fri,7,Long_Distance
shopping,23.43,F,0,48,Fri,20,Regional
entertainment,36.35,F,0,39,Sun,15,Long_Distance
misc,25.21,F,0,29,Tue,21,Commute
home,104.66,M,0,49,Mon,16,Commute
home,68.16,M,0,60,Mon,18,Commute
personal,84.84,M,0,58,Sun,12,Commute
misc,1.45,M,0,53,Sun,6,Long_Distance
entertainment,45.77,M,0,31,Thu,21,Long_Distance
health,90.0,M,0,62,Sun,21,Local
travel,592.42,M,0,29,Sun,16,Long_Distance
health,94.11,F,0,42,Sun,18,Long_Distance
home,49.47,F,0,36,Fri,18,Commute
shopping,1.51,M,0,65,Sat,7,Regional
grocery,173.66,M,0,40,Mon,13,Commute
health,26.43,F,0,20,Sat,18,Regional
grocery,79.13,M,0,38,Wed,0,Long_Distance
home,39.66,F,0,48,Sat,14,Regional
misc,96.65,F,0,35,Thu,4,Regional
grocery,158.24,F,0,59,Fri,4,Long_Distance
travel,44.75,M,0,79,Mon,6,Commute
grocery,1.96,M,0,49,Fri,12,Long_Distance
entertainment,21.84,F,0,32,Thu,12,Regional
misc,2.25,F,0,24,Thu,13,Long_Distance
health,122.07,M,0,54,Wed,21,Long_Distance
grocery,90.54,F,0,64,Fri,0,Long_Distance
home,40.82,F,0,42,Sun,14,Commute
entertainment,162.33,F,0,32,Wed,20,Commute
home,79.25,M,0,41,Tue,17,Regional
misc,66.8,M,0,28,Mon,8,Long_Distance
shopping,1.28,M,0,16,Sat,19,Long_Distance
grocery,48.12,M,0,38,Sun,16,Long_Distance
shopping,9.39,M,0,33,Sun,16,Long_Distance
misc,73.47,F,0,34,Sat,3,Long_Distance
home,5.33,F,0,49,Tue,20,Commute
home,14.88,M,0,31,Sat,18,Commute
travel,8.95,F,0,49,Fri,19,Long_Distance
misc,2.4,M,0,44,Tue,21,Remote
home,94.53,M,0,36,Mon,12,Regional
home,44.92,F,0,56,Fri,13,Commute
travel,100.96,M,0,50,Thu,9,Regional
travel,54.61,M,0,83,Tue,6,Regional
grocery,117.88,M,0,45,Sun,3,Long_Distance
misc,3.41,F,0,43,Fri,4,Regional
misc,8.61,F,0,29,Tue,12,Remote
grocery,42.02,M,0,44,Sun,9,Regional
grocery,84.65,F,0,55,Wed,0,Regional
grocery,47.19,M,0,46,Sun,9,Regional
travel,95.84,F,0,66,Sat,6,Commute
misc,1.86,M,0,35,Tue,4,Commute
misc,16.27,M,0,39,Sun,2,Local
home,41.36,F,0,29,Sun,20,Long_Distance
home,77.64,M,0,29,Mon,17,Long_Distance
travel,69.66,M,0,62,Wed,4,Long_Distance
travel,34.91,F,0,84,Sun,5,Commute
misc,7.7,F,0,39,Wed,1,Long_Distance
grocery,57.25,M,0,30,Fri,10,Commute
grocery,73.59,M,0,73,Wed,6,Long_Distance
home,2.23,F,0,64,Thu,17,Long_Distance
personal,70.8,F,0,49,Thu,18,Long_Distance
shopping,18.23,F,0,29,Sat,15,Commute
shopping,140.29,M,0,40,Tue,5,Long_Distance
home,15.94,M,0,20,Sun,12,Long_Distance
shopping,6.35,F,0,46,Sun,14,Long_Distance
travel,69.46,F,0,64,Sat,1,Long_Distance
grocery,9.0,M,0,38,Tue,12,Long_Distance
misc,81.36,F,0,15,Sun,18,Regional
travel,71.0,F,0,23,Sun,3,Commute
home,6.79,M,0,86,Sat,16,Long_Distance
shopping,1.4,F,0,47,Wed,23,Long_Distance
travel,35.59,F,0,29,Sat,2,Regional
misc,36.72,M,0,60,Sun,7,Long_Distance
grocery,213.19,F,0,44,Thu,7,Long_Distance
home,15.53,M,0,34,Sat,20,Local
home,16.96,M,0,63,Sun,14,Long_Distance
grocery,82.5,M,0,42,Sat,3,Commute
personal,37.93,M,0,67,Mon,14,Long_Distance
grocery,71.8,F,0,25,Wed,6,Commute
shopping,127.82,M,0,27,Wed,16,Regional
grocery,54.89,M,0,41,Fri,13,Long_Distance
shopping,1.68,M,0,22,Sat,17,Local
travel,36.02,F,0,59,Fri,6,Regional
home,19.66,M,0,55,Wed,16,Regional
shopping,267.87,M,0,91,Tue,4,Regional
misc,7.34,F,0,47,Sun,0,Regional
grocery,13.55,M,0,48,Tue,18,Local
grocery,47.06,M,0,45,Fri,9,Regional
personal,34.36,M,0,56,Thu,14,Regional
shopping,331.15,M,0,54,Sat,2,Commute
travel,50.11,F,0,20,Sun,9,Remote
home,18.93,F,0,35,Sat,20,Commute
shopping,22.68,F,0,27,Sat,22,Regional
home,50.85,M,0,39,Mon,12,Regional
home,49.3,M,0,35,Fri,15,Regional
personal,19.48,M,0,29,Sat,20,Commute
travel,7.33,M,0,63,Mon,23,Long_Distance
home,53.71,M,0,33,Tue,15,Regional
grocery,62.16,F,0,48,Fri,9,Commute
grocery,74.3,F,0,22,Tue,9,Long_Distance
shopping,2.65,F,0,51,Mon,1,Long_Distance
home,33.35,F,0,60,Thu,23,Long_Distance
health,153.37,M,0,40,Sun,17,Commute
entertainment,85.47,M,0,40,Mon,16,Commute
entertainment,36.72,F,0,25,Sat,21,Commute
health,54.86,M,0,53,Sun,19,Regional
personal,8.5,M,0,27,Sun,19,Regional
home,70.37,F,0,49,Tue,12,Long_Distance
grocery,82.22,M,0,50,Sat,6,Long_Distance
shopping,18.11,M,0,45,Fri,12,Regional
grocery,21.35,F,0,19,Fri,20,Long_Distance
travel,67.16,M,0,53,Sun,4,Long_Distance
home,5.67,M,0,92,Wed,14,Commute
grocery,153.64,M,0,64,Thu,13,Long_Distance
personal,89.49,M,0,40,Sat,17,Commute
home,8.46,F,0,47,Tue,12,Regional
home,82.77,F,0,38,Sun,14,Regional
grocery,75.77,M,0,37,Sat,8,Commute
misc,34.53,M,0,28,Tue,7,Regional
personal,41.92,M,0,70,Mon,16,Long_Distance
grocery,30.89,M,0,44,Mon,10,Long_Distance
grocery,152.26,M,0,51,Wed,8,Commute
travel,97.44,M,0,29,Sat,1,Long_Distance
travel,56.02,M,0,23,Tue,4,Long_Distance
home,32.82,M,0,46,Sat,22,Commute
misc,5.86,F,0,20,Wed,16,Commute
personal,29.2,F,0,48,Mon,21,Regional
travel,99.03,F,0,60,Thu,2,Regional
misc,103.88,M,0,29,Thu,7,Regional
misc,24.35,M,0,55,Fri,3,Regional
personal,35.12,F,0,38,Mon,22,Long_Distance
grocery,8.89,F,0,29,Wed,18,Local
grocery,183.11,F,0,37,Mon,10,Regional
shopping,5.72,F,0,28,Sat,18,Regional
home,10.63,F,0,20,Sun,12,Local
entertainment,36.74,F,0,53,Sun,8,Regional
grocery,62.5,F,0,42,Sun,10,Commute
shopping,3.64,F,0,30,Sun,22,Long_Distance
home,117.56,F,0,30,Tue,13,Long_Distance
grocery,97.79,M,0,46,Fri,6,Regional
grocery,132.63,M,0,50,Wed,9,Commute
home,270.01,M,0,25,Mon,14,Long_Distance
grocery,21.4,F,0,85,Fri,14,Commute
grocery,51.79,M,0,65,Thu,20,Long_Distance
shopping,88.36,M,0,34,Sat,2,Long_Distance
personal,26.46,M,0,34,Fri,22,Long_Distance
entertainment,29.41,F,0,29,Thu,19,Commute
personal,60.24,F,0,72,Wed,17,Long_Distance
grocery,126.26,F,0,43,Fri,11,Long_Distance
shopping,111.3,M,0,35,Sun,15,Regional
entertainment,131.44,F,0,22,Wed,12,Commute
entertainment,26.7,M,0,51,Thu,23,Commute
home,66.5,F,0,61,Sun,15,Long_Distance
travel,53.26,F,0,36,Sat,6,Commute
personal,14.05,M,0,65,Thu,22,Long_Distance
home,73.46,M,0,42,Mon,19,Long_Distance
grocery,76.28,F,0,58,Mon,18,Long_Distance
personal,36.36,F,0,51,Sat,13,Long_Distance
grocery,120.84,F,0,65,Tue,1,Long_Distance
misc,176.9,M,0,14,Sat,16,Long_Distance
entertainment,33.17,F,0,42,Sat,20,Long_Distance
shopping,8.78,F,0,72,Fri,6,Remote
travel,52.75,M,0,75,Tue,10,Commute
home,121.13,F,0,67,Sat,22,Commute
entertainment,81.98,M,0,35,Mon,14,Commute
home,32.29,F,0,77,Sun,18,Commute
grocery,100.96,F,0,28,Sat,3,Long_Distance
grocery,88.66,F,0,70,Sun,11,Long_Distance
travel,53.58,F,0,63,Sun,3,Commute
shopping,34.88,F,0,55,Mon,5,Long_Distance
shopping,152.04,M,0,43,Sat,2,Long_Distance
grocery,54.75,M,0,43,Mon,1,Regional
travel,56.5,F,0,21,Tue,0,Remote
misc,31.32,M,0,35,Wed,10,Long_Distance
shopping,7.91,F,0,43,Tue,17,Long_Distance
personal,19.15,F,0,31,Thu,15,Commute
travel,2.86,M,0,21,Mon,13,Long_Distance
travel,58.91,M,0,57,Thu,10,Local
shopping,105.13,M,0,28,Fri,0,Commute
home,96.76,M,0,56,Tue,23,Local
personal,123.04,F,0,47,Wed,20,Long_Distance
travel,89.33,F,0,74,Mon,7,Long_Distance
grocery,174.11,F,0,45,Tue,6,Long_Distance
personal,40.07,F,0,61,Tue,18,Regional
personal,14.81,F,0,47,Mon,16,Commute
entertainment,166.8,F,0,30,Sat,13,Long_Distance
travel,74.34,F,0,68,Sat,6,Commute
shopping,206.33,F,0,45,Tue,15,Long_Distance
grocery,103.28,F,0,28,Mon,8,Regional
grocery,3.69,M,0,30,Fri,17,Commute
entertainment,82.61,F,0,52,Wed,19,Regional
health,27.42,F,0,53,Thu,21,Long_Distance
